Gene ID;source_id;Organism;Product Description;Gene Name or Symbol;Computed GO Components;Computed GO Function IDs;Computed GO Functions;Computed GO Process IDs;Computed GO Processes;Curated GO Component IDs;Curated GO Components;Curated GO Function IDs;Curated GO Functions;Curated GO Process IDs;Curated GO Processes;Computed GO Component IDs
PF3D7_1422000;PF3D7_1422000.1;Plasmodium falciparum 3D7;cytochrome c oxidase assembly protein COX14, putative;COX14;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1422300;PF3D7_1422300.1;Plasmodium falciparum 3D7;DnaJ protein, putative;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1422500;PF3D7_1422500.1;Plasmodium falciparum 3D7;ERAD-associated E3 ubiquitin-protein ligase HRD1;1,00 HRD;null;null;null;null;null;"GO:0005783;GO:0005789";"endoplasmic reticulum;endoplasmic reticulum membrane";"GO:0016887;GO:0004842";"ATPase activity;ubiquitin-protein transferase activity";"GO:0010564;GO:0030433";"regulation of cell cycle process;ubiquitin-dependent ERAD pathway";null
PF3D7_1422900;PF3D7_1422900.1;Plasmodium falciparum 3D7;14-3-3 protein, putative;null;null;GO:0019904;protein domain specific binding;null;null;null;null;null;null;null;null;null
PF3D7_1423100;PF3D7_1423100.1;Plasmodium falciparum 3D7;ankyrin-repeat protein, putative;null;null;GO:0005515;protein binding;null;null;null;null;null;null;null;null;null
PF3D7_1424500;PF3D7_1424500.1;Plasmodium falciparum 3D7;small nucleolar RNA snoR27;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1424600;PF3D7_1424600.1;Plasmodium falciparum 3D7;small nucleolar RNA snoR28;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1425000;PF3D7_1425000.1;Plasmodium falciparum 3D7;Plasmodium RNA of unknown function RUF4;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1425200;PF3D7_1425200.1;Plasmodium falciparum 3D7;enoyl-CoA hydratase, putative;null;"cytoplasm;mitochondrial fatty acid beta-oxidation multienzyme complex;mitochondrion";"GO:0003857;GO:0008692;GO:0051287;GO:0003824;GO:0004165;GO:0004300";"3-hydroxyacyl-CoA dehydrogenase activity;3-hydroxybutyryl-CoA epimerase activity;NAD binding;catalytic activity;dodecenoyl-CoA delta-isomerase activity;enoyl-CoA hydratase activity";"GO:0006635;GO:0009062;GO:0008152";"fatty acid beta-oxidation;fatty acid catabolic process;metabolic process";null;null;null;null;null;null;"GO:0005737;GO:0016507;GO:0005739"
PF3D7_1425600;PF3D7_1425600.1;Plasmodium falciparum 3D7;zinc finger protein, putative;null;nucleus;"GO:0003723;GO:0046872;GO:0008270";"RNA binding;metal ion binding;zinc ion binding";null;null;null;null;null;null;null;null;GO:0005634
PF3D7_1426400;PF3D7_1426400.1;Plasmodium falciparum 3D7;MORN repeat protein, putative;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1426500;PF3D7_1426500.1;Plasmodium falciparum 3D7;ABC transporter G family member 2;ABCG2;membrane;"GO:0005524;GO:0016887";"ATP binding;ATPase activity";null;null;"GO:0044444;GO:0005886";"cytoplasmic part;plasma membrane";"GO:0042626;GO:0005319";"ATPase activity, coupled to transmembrane movement of substances;lipid transporter activity";GO:0006869;lipid transport;GO:0016020
PF3D7_1426900;PF3D7_1426900.1;Plasmodium falciparum 3D7;cytochrome b-c1 complex subunit 6, putative;QCR6;null;GO:0008121;ubiquinol-cytochrome-c reductase activity;GO:0006122;mitochondrial electron transport, ubiquinol to cytochrome c;"GO:0005750;GO:0005739";"mitochondrial respiratory chain complex III;mitochondrion";GO:0008121;ubiquinol-cytochrome-c reductase activity;GO:0006122;mitochondrial electron transport, ubiquinol to cytochrome c;null
PF3D7_1427700;PF3D7_1427700.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1427900;PF3D7_1427900.1;Plasmodium falciparum 3D7;leucine-rich repeat protein;null;null;null;null;null;null;GO:0005634;nucleus;null;null;null;null;null
PF3D7_1428100;PF3D7_1428100.1;Plasmodium falciparum 3D7;WW domain-binding protein 11, putative;WBP11;"cytoplasm;membrane";null;null;GO:0006396;RNA processing;null;null;null;null;null;null;"GO:0005737;GO:0016020"
PF3D7_1428200;PF3D7_1428200.1;Plasmodium falciparum 3D7;major facilitator superfamily domain-containing protein, putative;MFS5;integral component of membrane;null;null;GO:0055085;transmembrane transport;GO:0016021;integral component of membrane;null;null;GO:0042493;response to drug;GO:0016021
PF3D7_1428800;PF3D7_1428800.2;Plasmodium falciparum 3D7;transcription initiation TFIID-like, putative;null;null;GO:0003677;DNA binding;GO:0006352;DNA-templated transcription, initiation;null;null;null;null;null;null;null
PF3D7_1429100;PF3D7_1429100.1;Plasmodium falciparum 3D7;ribosomal protein L15, apicoplast, putative;null;null;null;null;null;null;GO:0020011;apicoplast;GO:0003735;structural constituent of ribosome;null;null;null
PF3D7_1430700;PF3D7_1430700.1;Plasmodium falciparum 3D7;NADP-specific glutamate dehydrogenase;GDH2;null;"GO:0016491;GO:0016639";"oxidoreductase activity;oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor";"GO:0006520;GO:0055114";"cellular amino acid metabolic process;oxidation-reduction process";"GO:0020011;GO:0009986";"apicoplast;cell surface";GO:0004354;glutamate dehydrogenase (NADP+) activity;"GO:0006520;GO:0006537";"cellular amino acid metabolic process;glutamate biosynthetic process";null
PF3D7_1229500;PF3D7_1229500.1;Plasmodium falciparum 3D7;T-complex protein 1 subunit gamma;CCT3;null;"GO:0005524;GO:0051082";"ATP binding;unfolded protein binding";GO:0006457;protein folding;"GO:0036396;GO:0005832;GO:0005829;GO:0005634";"RNA N6-methyladenosine methyltransferase complex;chaperonin-containing T-complex;cytosol;nucleus";"GO:0005524;GO:0051082";"ATP binding;unfolded protein binding";GO:0006457;protein folding;null
PF3D7_1229900;PF3D7_1229900.2;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1230000;PF3D7_1230000.1;Plasmodium falciparum 3D7;TBC domain-containing protein, putative;null;"intracellular;membrane";null;null;null;null;null;null;null;null;null;null;"GO:0005622;GO:0016020"
PF3D7_1230500;PF3D7_1230500.1;Plasmodium falciparum 3D7;WD repeat-containing protein, putative;null;null;GO:0005515;protein binding;null;null;null;null;null;null;null;null;null
PF3D7_1230800;PF3D7_1230800.1;Plasmodium falciparum 3D7;pre-mRNA-splicing regulator WTAP, putative;WTAP;nucleus;null;null;GO:0080009;mRNA methylation;"GO:0036396;GO:0005634";"RNA N6-methyladenosine methyltransferase complex;nucleus";GO:0005515;protein binding;null;null;GO:0005634
PF3D7_1231300;PF3D7_1231300.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;"intracellular;nucleus";"GO:0003677;GO:0005488;GO:0008270";"DNA binding;binding;zinc ion binding";GO:0006355;regulation of transcription, DNA-templated;null;null;null;null;null;null;"GO:0005622;GO:0005634"
PF3D7_1231400;PF3D7_1231400.1;Plasmodium falciparum 3D7;amino acid transporter, putative;null;membrane;null;null;null;null;null;null;null;null;null;null;GO:0016020
PF3D7_1232000;PF3D7_1232000.1;Plasmodium falciparum 3D7;phenylalanine--tRNA ligase;aFRS;cytoplasm;"GO:0005524;GO:0004812;GO:0000049";"ATP binding;aminoacyl-tRNA ligase activity;tRNA binding";GO:0043039;tRNA aminoacylation;GO:0020011;apicoplast;GO:0004826;phenylalanine-tRNA ligase activity;GO:0006432;phenylalanyl-tRNA aminoacylation;GO:0005737
PF3D7_1232200;PF3D7_1232200.1;Plasmodium falciparum 3D7;dihydrolipoyl dehydrogenase, mitochondrial;LPD1;null;"GO:0004148;GO:0009055;GO:0050660;GO:0016491;GO:0016668";"dihydrolipoyl dehydrogenase activity;electron transfer activity;flavin adenine dinucleotide binding;oxidoreductase activity;oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor";"GO:0045454;GO:0055114";"cell redox homeostasis;oxidation-reduction process";"GO:0017086;GO:0005759;GO:0005634";"3-methyl-2-oxobutanoate dehydrogenase (lipoamide) complex;mitochondrial matrix;nucleus";"GO:0003824;GO:0004148;GO:0042803";"catalytic activity;dihydrolipoyl dehydrogenase activity;protein homodimerization activity";GO:0055114;oxidation-reduction process;null
PF3D7_1232500;PF3D7_1232500.1;Plasmodium falciparum 3D7;CG2-related protein, putative;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1232600;PF3D7_1232600.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1232700;PF3D7_1232700.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;membrane;null;null;null;null;null;null;null;null;null;null;GO:0016020
PF3D7_1232800;PF3D7_1232800.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1232900;PF3D7_1232900.1;Plasmodium falciparum 3D7;nucleotidyltransferase, putative;null;null;GO:0016779;nucleotidyltransferase activity;null;null;null;null;null;null;null;null;null
PF3D7_1233200;PF3D7_1233200.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;cytoplasm;null;null;null;null;null;null;null;null;null;null;GO:0005737
PF3D7_1234900;PF3D7_1234900.1;Plasmodium falciparum 3D7;CHCH domain-containing protein, putative;null;null;null;null;null;null;GO:0005634;nucleus;null;null;null;null;null
PF3D7_1235000;PF3D7_1235000.1;Plasmodium falciparum 3D7;PIH1 domain-containing protein, putative;PIH1;null;null;null;null;null;GO:0097255;R2TP complex;null;null;GO:0000492;box C/D snoRNP assembly;null
PF3D7_1235300;PF3D7_1235300.1;Plasmodium falciparum 3D7;CCR4-NOT transcription complex subunit 4, putative;NOT4;null;GO:0003676;nucleic acid binding;null;null;GO:0005634;nucleus;GO:0003729;mRNA binding;null;null;null
PF3D7_1235400;PF3D7_1235400.1;Plasmodium falciparum 3D7;tetQ family GTPase, putative;null;null;"GO:0005525;GO:0003924";"GTP binding;GTPase activity";null;null;null;null;null;null;GO:0006414;translational elongation;null
PF3D7_1235500;PF3D7_1235500.1;Plasmodium falciparum 3D7;N6-adenosine-methyltransferase, putative;MT-A70.2;null;"GO:0008168;GO:0003676";"methyltransferase activity;nucleic acid binding";GO:0032259;methylation;"GO:0036396;GO:0005634";"RNA N6-methyladenosine methyltransferase complex;nucleus";GO:0005515;protein binding;null;null;null
PF3D7_1235600;PF3D7_1235600.1;Plasmodium falciparum 3D7;serine hydroxymethyltransferase;SHMT;null;"GO:0004372;GO:0030170";"glycine hydroxymethyltransferase activity;pyridoxal phosphate binding";"GO:0019264;GO:0035999";"glycine biosynthetic process from serine;tetrahydrofolate interconversion";"GO:0020011;GO:0005737;GO:0005739";"apicoplast;cytoplasm;mitochondrion";GO:0004372;glycine hydroxymethyltransferase activity;"GO:0070178;GO:0006730";"D-serine metabolic process;one-carbon metabolic process";null
PF3D7_1236000;PF3D7_1236000.1;Plasmodium falciparum 3D7;vesicle transport v-SNARE protein VTI1, putative;null;"Golgi apparatus;integral component of membrane;membrane";null;null;GO:0006886;intracellular protein transport;null;null;null;null;null;null;"GO:0005794;GO:0016021;GO:0016020"
PF3D7_1236200;PF3D7_1236200.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;cytoplasm;GO:0005515;protein binding;null;null;null;null;null;null;null;null;GO:0005737
PF3D7_1236700;PF3D7_1236700.1;Plasmodium falciparum 3D7;S-adenosyl-methyltransferase, putative;null;null;GO:0008168;methyltransferase activity;null;null;GO:0020011;apicoplast;null;null;null;null;null
PF3D7_1237000;PF3D7_1237000.1;Plasmodium falciparum 3D7;SUMO-activating enzyme subunit 2;UBA2;null;"GO:0019948;GO:0008641";"SUMO activating enzyme activity;ubiquitin-like modifier activating enzyme activity";GO:0016925;protein sumoylation;GO:0005783;endoplasmic reticulum;"GO:0016887;GO:0004839";"ATPase activity;ubiquitin activating enzyme activity";"GO:0010564;GO:0030433";"regulation of cell cycle process;ubiquitin-dependent ERAD pathway";null
PF3D7_1237200;PF3D7_1237200.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;"membrane;nucleus";GO:0005488;binding;null;null;null;null;null;null;null;null;"GO:0016020;GO:0005634"
PF3D7_1237600;PF3D7_1237600.1;Plasmodium falciparum 3D7;periodic tryptophan protein 1, putative;PWP1;null;GO:0005515;protein binding;null;null;"GO:0005730;GO:0005634";"nucleolus;nucleus";null;null;GO:0006364;rRNA processing;null
PF3D7_1237800;PF3D7_1237800.1;Plasmodium falciparum 3D7;ubiquitin-like modifier HUB1, putative;HUB1;null;GO:0005515;protein binding;null;null;null;null;null;null;GO:0000398;mRNA splicing, via spliceosome;null
PF3D7_1238000;PF3D7_1238000.1;Plasmodium falciparum 3D7;COPI associated protein, putative;null;null;null;null;null;null;GO:0009986;cell surface;null;null;null;null;null
PF3D7_1238300;PF3D7_1238300.1;Plasmodium falciparum 3D7;pre-mRNA-splicing factor CWC22, putative;CWC22;null;"GO:0003723;GO:0005488;GO:0005515";"RNA binding;binding;protein binding";null;null;GO:0005684;U2-type spliceosomal complex;null;null;GO:0000398;mRNA splicing, via spliceosome;null
PF3D7_1238600;PF3D7_1238600.1;Plasmodium falciparum 3D7;sphingomyelin phosphodiesterase;NSM;null;null;null;null;null;GO:0005634;nucleus;"GO:0004518;GO:0004767";"nuclease activity;sphingomyelin phosphodiesterase activity";GO:0006684;sphingomyelin metabolic process;null
PF3D7_1238800;PF3D7_1238800.1;Plasmodium falciparum 3D7;acyl-CoA synthetase;ACS11;null;GO:0003824;catalytic activity;GO:0008152;metabolic process;GO:0005634;nucleus;GO:0004467;long-chain fatty acid-CoA ligase activity;"GO:0006631;GO:0042493;GO:0006810";"fatty acid metabolic process;response to drug;transport";null
PF3D7_1239300;PF3D7_1239300.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;"cytoplasm;nucleus";GO:0008270;zinc ion binding;null;null;null;null;null;null;null;null;"GO:0005737;GO:0005634"
PF3D7_1239800;PF3D7_1239800.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;GO:0005634;nucleus;null;null;null;null;null
PF3D7_1241200;PF3D7_1241200.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;"cytoplasm;nucleus";null;null;null;null;null;null;null;null;null;null;"GO:0005737;GO:0005634"
PF3D7_1241600;PF3D7_1241600.1;Plasmodium falciparum 3D7;mitochondrial carrier protein, putative;null;null;null;null;null;null;"GO:0005743;GO:0005739";"mitochondrial inner membrane;mitochondrion";null;null;GO:0006810;transport;null
PF3D7_1243200;PF3D7_1243200.1;Plasmodium falciparum 3D7;dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST5, putative;OST5;oligosaccharyltransferase I complex;null;null;GO:0006487;protein N-linked glycosylation;null;null;null;null;null;null;GO:0034998
PF3D7_1244000;PF3D7_1244000.1;Plasmodium falciparum 3D7;glucose inhibited division protein a homologue, putative;null;null;GO:0050660;flavin adenine dinucleotide binding;GO:0008033;tRNA processing;GO:0020011;apicoplast;null;null;null;null;null
PF3D7_1244300;PF3D7_1244300.1;Plasmodium falciparum 3D7;ACEA small nucleolar RNA U3;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1244400;PF3D7_1244400.1;Plasmodium falciparum 3D7;RNA-binding protein, putative;null;null;"GO:0003723;GO:0003676;GO:0000166";"RNA binding;nucleic acid binding;nucleotide binding";null;null;GO:0020011;apicoplast;null;null;null;null;null
PF3D7_1244500;PF3D7_1244500.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;PSOP26;null;null;null;null;null;GO:0009986;cell surface;null;null;null;null;null
PF3D7_1244700;PF3D7_1244700.1;Plasmodium falciparum 3D7;conserved protein, unknown function;null;nucleus;null;null;null;null;null;null;null;null;null;null;GO:0005634
PF3D7_1244800;PF3D7_1244800.1;Plasmodium falciparum 3D7;translation machinery-associated protein 46, putative;null;null;GO:0046872;metal ion binding;null;null;GO:0005634;nucleus;null;null;GO:0002181;cytoplasmic translation;null
PF3D7_1245300;PF3D7_1245300.1;Plasmodium falciparum 3D7;NEDD8-conjugating enzyme UBC12, putative;UBC12;null;null;null;null;null;null;null;GO:0019788;NEDD8 transferase activity;GO:0045116;protein neddylation;null
PF3D7_1245500;PF3D7_1245500.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;cytoplasm;null;null;null;null;null;null;null;null;null;null;GO:0005737
PF3D7_1245600;PF3D7_1245600.1;Plasmodium falciparum 3D7;kinesin-15, putative;null;null;"GO:0005524;GO:0008017;GO:0003777";"ATP binding;microtubule binding;microtubule motor activity";GO:0007018;microtubule-based movement;null;null;null;null;null;null;null
PF3D7_1245900;PF3D7_1245900.1;Plasmodium falciparum 3D7;ankyrin-repeat protein, putative;null;"cytoplasm;membrane";GO:0005515;protein binding;null;null;null;null;null;null;null;null;"GO:0005737;GO:0016020"
PF3D7_1246200;PF3D7_1246200.1;Plasmodium falciparum 3D7;actin I;ACT1;null;null;null;null;null;"GO:0009986;GO:1903561;GO:0031941;GO:0020020;GO:0005634";"cell surface;extracellular vesicle;filamentous actin;food vacuole;nucleus";GO:0005515;protein binding;"GO:0051301;GO:0044409";"cell division;entry into host";null
PF3D7_1247000;PF3D7_1247000.1;Plasmodium falciparum 3D7;F-box only protein 9 homolog, putative;FBXO9;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1247000;PF3D7_1247000.2;Plasmodium falciparum 3D7;F-box only protein 9 homolog, putative;FBXO9;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1247300;PF3D7_1247300.1;Plasmodium falciparum 3D7;GPI mannosyltransferase 2, putative;null;"endoplasmic reticulum;endoplasmic reticulum membrane";GO:0004584;dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase activity;GO:0006506;GPI anchor biosynthetic process;GO:0016021;integral component of membrane;null;null;null;null;"GO:0005783;GO:0005789"
PF3D7_1247600;PF3D7_1247600.1;Plasmodium falciparum 3D7;uroporphyrinogen-III synthase, putative;null;null;GO:0004852;uroporphyrinogen-III synthase activity;GO:0033014;tetrapyrrole biosynthetic process;null;null;null;null;null;null;null
PF3D7_1248200;PF3D7_1248200.1;Plasmodium falciparum 3D7;pre-mRNA-splicing factor RBM22, putative;RBM22;null;"GO:0046872;GO:0003676";"metal ion binding;nucleic acid binding";null;null;null;null;"GO:0017070;GO:0036002";"U6 snRNA binding;pre-mRNA binding";GO:0045292;mRNA cis splicing, via spliceosome;null
PF3D7_1249300;PF3D7_1249300.1;Plasmodium falciparum 3D7;protein phosphatase PPM4, putative;PPM4;null;GO:0003824;catalytic activity;null;null;GO:0005634;nucleus;null;null;null;null;null
PF3D7_1249600;PF3D7_1249600.1;Plasmodium falciparum 3D7;leucine-rich repeat protein;LRR12;null;GO:0005515;protein binding;null;null;GO:0044538;host cell periphery;null;null;null;null;null
PF3D7_1251000;PF3D7_1251000.1;Plasmodium falciparum 3D7;HSP20-like chaperone, putative;null;integral component of membrane;null;null;null;null;null;null;null;null;null;null;GO:0016021
PF3D7_1251500;PF3D7_1251500.1;Plasmodium falciparum 3D7;ATP-dependent RNA helicase DRS1, putative;DRS1;null;"GO:0005524;GO:0003676";"ATP binding;nucleic acid binding";null;null;GO:0030687;preribosome, large subunit precursor;GO:0004004;ATP-dependent RNA helicase activity;GO:0000027;ribosomal large subunit assembly;null
PF3D7_1251900;PF3D7_1251900.1;Plasmodium falciparum 3D7;tRNA Valine;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1252700;PF3D7_1252700.1;Plasmodium falciparum 3D7;Plasmodium exported protein (PHISTb), unknown function;null;null;null;null;null;null;GO:0044538;host cell periphery;null;null;null;null;null
PF3D7_1252800;PF3D7_1252800.1;Plasmodium falciparum 3D7;Plasmodium exported protein (PHISTb), unknown function;null;null;null;null;null;null;GO:0043657;host cell;null;null;null;null;null
PF3D7_1253800;PF3D7_1253800.1;Plasmodium falciparum 3D7;Plasmodium exported protein (PHISTa), unknown function;null;null;null;null;null;null;GO:0043657;host cell;null;null;null;null;null
PF3D7_1253900;PF3D7_1253900.1;Plasmodium falciparum 3D7;Plasmodium exported protein (PHISTa), unknown function, pseudogene;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1254100;PF3D7_1254100.1;Plasmodium falciparum 3D7;stevor;null;null;null;null;null;null;"GO:0033644;GO:0005886";"host cell membrane;plasma membrane";null;null;GO:0020013;modulation by symbiont of host erythrocyte aggregation;null
PF3D7_1254200;PF3D7_1254200.1;Plasmodium falciparum 3D7;rifin;RIF;null;null;null;null;null;"GO:0020036;GO:0020002;GO:0020003";"Maurer's cleft;host cell plasma membrane;symbiont-containing vacuole";null;null;"GO:0020033;GO:0020035;GO:0020013";"antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;modulation by symbiont of host erythrocyte aggregation";null
PF3D7_1254300;PF3D7_1254300.1;Plasmodium falciparum 3D7;stevor;null;membrane;null;null;null;null;GO:0020036;Maurer's cleft;null;null;GO:0020013;modulation by symbiont of host erythrocyte aggregation;GO:0016020
PF3D7_1254600;PF3D7_1254600.1;Plasmodium falciparum 3D7;stevor;null;membrane;null;null;null;null;GO:0020036;Maurer's cleft;null;null;GO:0020013;modulation by symbiont of host erythrocyte aggregation;GO:0016020
PF3D7_1255200;PF3D7_1255200.1;Plasmodium falciparum 3D7;erythrocyte membrane protein 1, PfEMP1;VAR;integral component of membrane;GO:0046789;host cell surface receptor binding;GO:0009405;pathogenesis;"GO:0020002;GO:0020030";"host cell plasma membrane;infected host cell surface knob";"GO:0050839;GO:0046789;GO:0005178";"cell adhesion molecule binding;host cell surface receptor binding;integrin binding";"GO:0020033;GO:0098609;GO:0020035;GO:0020013";"antigenic variation;cell-cell adhesion;cytoadherence to microvasculature, mediated by symbiont protein;modulation by symbiont of host erythrocyte aggregation";GO:0016021
PF3D7_1300200;PF3D7_1300200.1;Plasmodium falciparum 3D7;rifin;RIF;null;null;null;null;null;"GO:0020036;GO:0020002;GO:0020003";"Maurer's cleft;host cell plasma membrane;symbiont-containing vacuole";null;null;"GO:0020033;GO:0020035;GO:0020013";"antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;modulation by symbiont of host erythrocyte aggregation";null
PF3D7_1300300;PF3D7_1300300.1;Plasmodium falciparum 3D7;erythrocyte membrane protein 1, PfEMP1;VAR;integral component of membrane;GO:0046789;host cell surface receptor binding;GO:0009405;pathogenesis;"GO:0020002;GO:0020030";"host cell plasma membrane;infected host cell surface knob";GO:0050839;cell adhesion molecule binding;"GO:0020033;GO:0098609;GO:0020035;GO:0020013";"antigenic variation;cell-cell adhesion;cytoadherence to microvasculature, mediated by symbiont protein;modulation by symbiont of host erythrocyte aggregation";GO:0016021
PF3D7_1300400;PF3D7_1300400.1;Plasmodium falciparum 3D7;rifin;RIF;null;null;null;null;null;"GO:0020036;GO:0020002;GO:0020003";"Maurer's cleft;host cell plasma membrane;symbiont-containing vacuole";null;null;"GO:0020033;GO:0020035;GO:0020013";"antigenic variation;cytoadherence to microvasculature, mediated by symbiont protein;modulation by symbiont of host erythrocyte aggregation";null
PF3D7_1300900;PF3D7_1300900.1;Plasmodium falciparum 3D7;stevor;null;null;null;null;null;null;GO:0020036;Maurer's cleft;null;null;GO:0020013;modulation by symbiont of host erythrocyte aggregation;null
PF3D7_1301700;PF3D7_1301700.1;Plasmodium falciparum 3D7;CX3CL1-binding protein 2;CBP2;null;null;null;null;null;"GO:0020036;GO:0044228;GO:0005634";"Maurer's cleft;host cell surface;nucleus";"GO:0005524;GO:0019956;GO:0003676;GO:0005515";"ATP binding;chemokine binding;nucleic acid binding;protein binding";GO:0020035;cytoadherence to microvasculature, mediated by symbiont protein;null
PF3D7_1301800;PF3D7_1301800.1;Plasmodium falciparum 3D7;surface-associated interspersed protein 13.1 (SURFIN 13.1), pseudogene;SURF13.1;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1302100;PF3D7_1302100.1;Plasmodium falciparum 3D7;gamete antigen 27/25;G27/25;null;null;null;null;null;GO:0005634;nucleus;"GO:0003723;GO:0017124";"RNA binding;SH3 domain binding";null;null;null
PF3D7_1303000;PF3D7_1303000.1;Plasmodium falciparum 3D7;ATP synthase-associated protein, putative;null;integral component of membrane;GO:0016787;hydrolase activity;null;null;null;null;null;null;null;null;GO:0016021
PF3D7_1303100;PF3D7_1303100.1;Plasmodium falciparum 3D7;methyltransferase, putative;null;null;"GO:0008168;GO:0003676";"methyltransferase activity;nucleic acid binding";GO:0032259;methylation;null;null;GO:0008170;N-methyltransferase activity;null;null;null
PF3D7_1304200;PF3D7_1304200.2;Plasmodium falciparum 3D7;CorA-like Mg2+ transporter protein, putative;MIT2;membrane;GO:0046873;metal ion transmembrane transporter activity;"GO:0030001;GO:0055085";"metal ion transport;transmembrane transport";null;null;null;null;null;null;GO:0016020
PF3D7_1304400;PF3D7_1304400.1;Plasmodium falciparum 3D7;PUB domain-containing protein, putative;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1304800;PF3D7_1304800.1;Plasmodium falciparum 3D7;small nucleolar RNA snoR16;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1305400;PF3D7_1305400.1;Plasmodium falciparum 3D7;AAR2 protein, putative;null;null;null;null;null;null;GO:0005634;nucleus;null;null;null;null;null
PF3D7_1305600;PF3D7_1305600.1;Plasmodium falciparum 3D7;site-2 protease S2P, putative;S2P;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1305700;PF3D7_1305700.1;Plasmodium falciparum 3D7;conserved Plasmodium protein, unknown function;null;null;null;null;null;null;null;null;null;null;null;null;null
PF3D7_1306400;PF3D7_1306400.1;Plasmodium falciparum 3D7;26S protease regulatory subunit 10B, putative;RPT4;cytoplasm;"GO:0005524;GO:0016787";"ATP binding;hydrolase activity";GO:0030163;protein catabolic process;"GO:1903561;GO:0020020;GO:0005634;GO:0008540";"extracellular vesicle;food vacuole;nucleus;proteasome regulatory particle, base subcomplex";null;null;"GO:0070682;GO:0006511";"proteasome regulatory particle assembly;ubiquitin-dependent protein catabolic process";GO:0005737
PF3D7_1306800;PF3D7_1306800.1;Plasmodium falciparum 3D7;RED-like protein, putative;null;nucleus;null;null;null;null;GO:0005634;nucleus;null;null;null;null;GO:0005634
PF3D7_1307000;PF3D7_1307000.1;Plasmodium falciparum 3D7;exosome complex component RRP40, putative;RRP40;null;GO:0003723;RNA binding;null;null;GO:0000178;exosome (RNase complex);GO:0003723;RNA binding;GO:0006364;rRNA processing;null
PF3D7_1307100;PF3D7_1307100.1;Plasmodium falciparum 3D7;U3 small nucleolar RNA-associated protein 6, putative;UTP6;null;GO:0030515;snoRNA binding;GO:0000462;maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA);null;null;null;null;null;null;null
PF3D7_1307700;PF3D7_1307700.1;Plasmodium falciparum 3D7;TOM1-like protein, putative;null;null;null;null;GO:0006886;intracellular protein transport;null;null;null;null;null;null;null
PF3D7_1307800;PF3D7_1307800.1;Plasmodium falciparum 3D7;FHA domain-containing protein, putative;null;null;GO:0005515;protein binding;null;null;GO:0005634;nucleus;null;null;null;null;null
PF3D7_1308300;PF3D7_1308300.1;Plasmodium falciparum 3D7;40S ribosomal protein S27;RPS27;"intracellular;ribosome";GO:0003735;structural constituent of ribosome;GO:0006412;translation;"GO:0022627;GO:0005634";"cytosolic small ribosomal subunit;nucleus";GO:0003735;structural constituent of ribosome;GO:0006412;translation;"GO:0005622;GO:0005840"
